GVKEY,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,iid,datadate,tic,cusip,conm,cshoc,cshtrd,prccd,prchd,prcld,prcod,trfd,ccmbegdt
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-04,AAPL,037833100,APPLE INC,905349000,17540960.00000000,214.01000000,214.50000000,212.38000000,213.43000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-05,AAPL,037833100,APPLE INC,905349000,21474930.00000000,214.38000000,215.59000000,213.25000000,214.60000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-06,AAPL,037833100,APPLE INC,905349000,19642030.00000000,210.97000000,215.23000000,210.75000000,214.38000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-07,AAPL,037833100,APPLE INC,905349000,17013540.00000000,210.58000000,212.00000000,209.05000000,211.75000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-08,AAPL,037833100,APPLE INC,905349000,15972090.00000000,211.98000000,212.00000000,209.06000000,210.30000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-11,AAPL,037833100,APPLE INC,905349000,16467400.00000000,210.11000000,213.00000000,208.45000000,212.80000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-12,AAPL,037833100,APPLE INC,905349000,21186100.00000000,207.72000000,209.77000000,206.42000000,209.19000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-13,AAPL,037833100,APPLE INC,906386000,21579390.00000000,210.65000000,210.93000000,204.10000000,207.87000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-14,AAPL,037833100,APPLE INC,906386000,15445080.00000000,209.43000000,210.46000000,209.02000000,210.11000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-15,AAPL,037833100,APPLE INC,906386000,21207920.00000000,205.93000000,211.60000000,205.87000000,210.93000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-19,AAPL,037833100,APPLE INC,906386000,26025700.00000000,215.04000000,215.19000000,207.24000000,208.33000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-20,AAPL,037833100,APPLE INC,906386000,21813630.00000000,211.72500000,215.55000000,209.50000000,214.91000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-21,AAPL,037833100,APPLE INC,906386000,21675770.00000000,208.07200000,213.31380000,207.21000000,212.08000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-22,AAPL,037833100,APPLE INC,906386000,31288170.00000000,197.75000000,207.50000000,197.16000000,206.78000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-25,AAPL,037833100,APPLE INC,906386000,36594380.00000000,203.07500000,204.70000000,200.19000000,202.51000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-26,AAPL,037833100,APPLE INC,906795000,66426150.00000000,205.94000000,213.71000000,202.58000000,205.95000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-27,AAPL,037833100,APPLE INC,906795000,61461850.00000000,207.88400000,210.58000000,199.53100000,206.85000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-28,AAPL,037833100,APPLE INC,906795000,41832000.00000000,199.29000000,205.50000000,198.70000000,204.93000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-01-29,AAPL,037833100,APPLE INC,906795000,44435740.00000000,192.06300000,202.20000000,190.25000000,201.08000000,1.09566295,2009-02-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-01,AAPL,037833100,APPLE INC,906795000,26693820.00000000,194.73000000,196.00000000,191.30000000,192.37000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-02,AAPL,037833100,APPLE INC,906795000,24922390.00000000,195.86000000,196.32000000,193.38000000,195.91000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-03,AAPL,037833100,APPLE INC,906795000,21932050.00000000,199.23000000,200.20000000,194.42000000,195.17000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-04,AAPL,037833100,APPLE INC,906795000,26996380.00000000,192.05000000,198.37000000,191.57000000,196.73000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-05,AAPL,037833100,APPLE INC,906795000,30334570.00000000,195.46000000,196.00000000,190.85000000,192.62500000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-08,AAPL,037833100,APPLE INC,906795000,17020060.00000000,194.12000000,197.88000000,194.00000000,195.69000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-09,AAPL,037833100,APPLE INC,906795000,22586290.00000000,196.19000000,197.50000000,194.75000000,196.42000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-10,AAPL,037833100,APPLE INC,906795000,13187060.00000000,195.11600000,196.60000000,194.26000000,195.89000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-11,AAPL,037833100,APPLE INC,906795000,19509930.00000000,198.67000000,199.75000000,194.06000000,194.88000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-12,AAPL,037833100,APPLE INC,906795000,22983380.00000000,200.38000000,201.64000000,195.50000000,198.11000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-16,AAPL,037833100,APPLE INC,906795000,19375910.00000000,203.40000000,203.69000000,201.52000000,201.94000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-17,AAPL,037833100,APPLE INC,906795000,15527410.00000000,202.55000000,204.31000000,200.86000000,204.19000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-18,AAPL,037833100,APPLE INC,906795000,15042610.00000000,202.92800000,203.89000000,200.92000000,201.63000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-19,AAPL,037833100,APPLE INC,906795000,14830060.00000000,201.67000000,203.20000000,201.11000000,201.86000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-22,AAPL,037833100,APPLE INC,906795000,13943980.00000000,200.41600000,202.50000000,199.19000000,202.34000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-23,AAPL,037833100,APPLE INC,906795000,20537380.00000000,197.05900000,201.33000000,195.71000000,200.00000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-24,AAPL,037833100,APPLE INC,906795000,16431380.00000000,200.65600000,201.44000000,197.84000000,198.23000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-25,AAPL,037833100,APPLE INC,906795000,23743520.00000000,202.00000000,202.86000000,196.89000000,197.38000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-02-26,AAPL,037833100,APPLE INC,906795000,18106090.00000000,204.62000000,205.17000000,202.00000000,202.38000000,1.09566295,2009-03-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-01,AAPL,037833100,APPLE INC,906795000,19616000.00000000,208.99000000,209.50000000,205.45000000,205.75000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-02,AAPL,037833100,APPLE INC,906795000,20212320.00000000,208.85000000,210.83000000,207.74000000,209.93000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-03,AAPL,037833100,APPLE INC,906795000,13263780.00000000,209.33000000,209.87000000,207.94000000,208.94000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-04,AAPL,037833100,APPLE INC,906795000,12798840.00000000,210.71000000,210.92000000,208.63000000,209.28000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-05,AAPL,037833100,APPLE INC,906795000,32092480.00000000,218.95000000,219.70000000,214.63000000,214.94000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-08,AAPL,037833100,APPLE INC,906795000,15332400.00000000,219.08000000,220.09000000,218.25000000,220.01000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-09,AAPL,037833100,APPLE INC,906795000,32844010.00000000,223.02000000,225.00000000,217.89000000,218.31000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-10,AAPL,037833100,APPLE INC,906795000,21272530.00000000,224.84000000,225.48000000,223.20000000,223.83000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-11,AAPL,037833100,APPLE INC,906795000,14458440.00000000,225.50000000,225.50000000,223.32000000,223.91000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-12,AAPL,037833100,APPLE INC,906795000,14834560.00000000,226.60000000,227.73000000,225.75000000,227.37000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-15,AAPL,037833100,APPLE INC,906795000,17572200.00000000,223.84000000,225.50000000,220.25000000,225.38000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-16,AAPL,037833100,APPLE INC,906795000,15940280.00000000,224.45000000,224.98000000,222.51000000,224.18000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-17,AAPL,037833100,APPLE INC,906795000,16071620.00000000,224.12000000,226.45000000,223.27000000,224.90000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-18,AAPL,037833100,APPLE INC,906795000,12165150.00000000,224.65000000,225.00000000,222.61000000,224.10000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-19,AAPL,037833100,APPLE INC,906795000,19952720.00000000,222.24990000,225.24000000,221.23000000,224.79000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-22,AAPL,037833100,APPLE INC,906795000,16261180.00000000,224.75000000,226.00000000,220.15000000,220.47000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-23,AAPL,037833100,APPLE INC,906795000,21483540.00000000,228.36000000,228.78000000,224.10000000,225.64000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-24,AAPL,037833100,APPLE INC,906795000,21345680.00000000,229.37000000,230.20000000,227.51000000,227.64000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-25,AAPL,037833100,APPLE INC,906795000,19351870.00000000,226.65000000,230.97000000,226.25000000,230.92000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-26,AAPL,037833100,APPLE INC,906795000,22855230.00000000,230.90000000,231.95000000,228.55000000,228.95000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-29,AAPL,037833100,APPLE INC,906795000,18698150.00000000,232.39000000,233.86990000,231.62000000,233.00000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-30,AAPL,037833100,APPLE INC,906795000,18760900.00000000,235.84500000,237.48000000,234.25000000,236.60300000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-03-31,AAPL,037833100,APPLE INC,906795000,15348340.00000000,235.00000000,236.61000000,234.46000000,235.49000000,1.09566295,2009-04-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-01,AAPL,037833100,APPLE INC,906795000,21509750.00000000,235.97000000,238.73000000,232.75000000,237.49000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-05,AAPL,037833100,APPLE INC,906795000,24337650.00000000,238.49000000,238.51000000,234.77000000,234.97500000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-06,AAPL,037833100,APPLE INC,906795000,15918850.00000000,239.54000000,240.24000000,237.00000000,238.20000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-07,AAPL,037833100,APPLE INC,906795000,22415590.00000000,240.60000000,241.92000000,238.66010000,239.72000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-08,AAPL,037833100,APPLE INC,906795000,20414240.00000000,239.95000000,241.54000000,238.04000000,240.44000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-09,AAPL,037833100,APPLE INC,906795000,11920440.00000000,241.79000000,241.89000000,240.46000000,241.43000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-12,AAPL,037833100,APPLE INC,906795000,11890980.00000000,242.29000000,243.07000000,241.81000000,242.20000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-13,AAPL,037833100,APPLE INC,906795000,10883440.00000000,242.43000000,242.80000000,241.11000000,241.86000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-14,AAPL,037833100,APPLE INC,906795000,14403960.00000000,245.69000000,245.81000000,244.07000000,245.28000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-15,AAPL,037833100,APPLE INC,906795000,13410860.00000000,248.92000000,249.03000000,245.51000000,245.78000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-16,AAPL,037833100,APPLE INC,906795000,26787710.00000000,247.40000000,251.14000000,244.55000000,248.57000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-19,AAPL,037833100,APPLE INC,906795000,20224480.00000000,247.07000000,247.89000000,241.77000000,247.03000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-20,AAPL,037833100,APPLE INC,906795000,25398970.00000000,244.59000000,249.25000000,242.95500000,248.54000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-21,AAPL,037833100,APPLE INC,906795000,35010410.00000000,259.22000000,260.25000000,255.73000000,258.80500000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-22,AAPL,037833100,APPLE INC,909938000,28264250.00000000,266.46950000,266.75000000,256.20000000,258.24000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-23,AAPL,037833100,APPLE INC,909938000,28415190.00000000,270.83000000,272.18000000,267.00000000,267.99000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-26,AAPL,037833100,APPLE INC,909938000,17054120.00000000,269.50000000,272.46000000,268.19000000,271.88000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-27,AAPL,037833100,APPLE INC,909938000,25279380.00000000,262.04000000,267.84000000,260.52000000,267.27000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-28,AAPL,037833100,APPLE INC,909938000,27053640.00000000,261.60000000,264.00000000,256.41000000,263.25000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-29,AAPL,037833100,APPLE INC,909938000,19931780.00000000,268.64000000,270.00000000,262.01000000,263.02000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-04-30,AAPL,037833100,APPLE INC,909938000,19345990.00000000,261.09000000,270.57000000,261.00000000,269.31000000,1.09566295,2009-05-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-03,AAPL,037833100,APPLE INC,909938000,16191950.00000000,266.35000000,267.88000000,262.88000000,263.84000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-04,AAPL,037833100,APPLE INC,909938000,25802930.00000000,258.68000000,263.29000000,256.75000000,262.89000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-05,AAPL,037833100,APPLE INC,909938000,31479040.00000000,255.98500000,258.14000000,248.73000000,253.03000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-06,AAPL,037833100,APPLE INC,909938000,45654970.00000000,246.25000000,258.25000000,199.25000000,253.83000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-07,AAPL,037833100,APPLE INC,909938000,59794600.00000000,235.86000000,246.57000000,225.21000000,243.71000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-10,AAPL,037833100,APPLE INC,909938000,35077030.00000000,253.99000000,254.65000000,248.53000000,250.25000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-11,AAPL,037833100,APPLE INC,909938000,30295420.00000000,256.52000000,259.89000000,250.50000000,251.84000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-12,AAPL,037833100,APPLE INC,909938000,23340750.00000000,262.09000000,263.13000000,258.70000000,259.24500000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-13,AAPL,037833100,APPLE INC,909938000,21386290.00000000,258.36000000,265.00000000,256.40000000,263.22000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-14,AAPL,037833100,APPLE INC,909938000,27052640.00000000,253.82000000,256.48000000,249.50000000,255.16500000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-17,AAPL,037833100,APPLE INC,909938000,27201950.00000000,254.22000000,256.18000000,247.71000000,254.70000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-18,AAPL,037833100,APPLE INC,909938000,27836690.00000000,252.36000000,258.55000000,250.26000000,256.98000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-19,AAPL,037833100,APPLE INC,909938000,36584210.00000000,248.34000000,252.92000000,244.85000000,249.50000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-20,AAPL,037833100,APPLE INC,909938000,45642480.00000000,237.76000000,243.85000000,236.21000000,241.88000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-21,AAPL,037833100,APPLE INC,909938000,43677740.00000000,242.32000000,244.50000000,231.35000000,232.82000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-24,AAPL,037833100,APPLE INC,909938000,26868300.00000000,246.76000000,250.90000000,246.26000000,247.28000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-25,AAPL,037833100,APPLE INC,909938000,37334680.00000000,245.22000000,246.76000000,237.16000000,239.35000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-26,AAPL,037833100,APPLE INC,909938000,30303620.00000000,244.10900000,252.13000000,243.75000000,250.08000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-27,AAPL,037833100,APPLE INC,909938000,23610050.00000000,253.35000000,253.89000000,249.11000000,250.60000000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-05-28,AAPL,037833100,APPLE INC,909938000,29092250.00000000,256.88000000,259.40000000,253.35000000,259.38800000,1.09566295,2009-06-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-01,AAPL,037833100,APPLE INC,909938000,31207930.00000000,260.83000000,265.94000000,258.96000000,259.69000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-02,AAPL,037833100,APPLE INC,909938000,24513430.00000000,263.95000000,264.80000000,260.33500000,264.54000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-03,AAPL,037833100,APPLE INC,909938000,23191680.00000000,263.12000000,265.55000000,260.41000000,265.18000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-04,AAPL,037833100,APPLE INC,909938000,27006530.00000000,255.96500000,261.90000000,254.63000000,258.21000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-07,AAPL,037833100,APPLE INC,909938000,31607610.00000000,250.94000000,259.15000000,250.55000000,258.29000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-08,AAPL,037833100,APPLE INC,909938000,35700620.00000000,249.33000000,253.80000000,245.65000000,253.24000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-09,AAPL,037833100,APPLE INC,909938000,30434290.00000000,243.20000000,251.90000000,242.49000000,251.47000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-10,AAPL,037833100,APPLE INC,909938000,27643980.00000000,250.51000000,250.98000000,242.20000000,244.84000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-11,AAPL,037833100,APPLE INC,909938000,19450630.00000000,253.51000000,253.86000000,247.37000000,248.22500000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-14,AAPL,037833100,APPLE INC,909938000,21495610.00000000,254.28000000,259.15000000,254.01000000,255.96000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-15,AAPL,037833100,APPLE INC,909938000,20837430.00000000,259.69000000,259.85000000,255.50000000,255.64000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-16,AAPL,037833100,APPLE INC,909938000,27936730.00000000,267.25000000,267.75000000,260.63020000,261.10000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-17,AAPL,037833100,APPLE INC,909938000,31124690.00000000,271.87000000,272.90000000,269.50000000,270.60000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-18,AAPL,037833100,APPLE INC,909938000,27989710.00000000,274.07400000,275.00000000,271.42000000,272.25000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-21,AAPL,037833100,APPLE INC,909938000,27602510.00000000,270.17000000,279.01000000,268.73000000,277.69000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-22,AAPL,037833100,APPLE INC,909938000,25539520.00000000,273.85000000,275.97000000,271.50000000,272.16000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-23,AAPL,037833100,APPLE INC,909938000,27405480.00000000,270.97000000,274.66000000,267.90000000,274.58000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-24,AAPL,037833100,APPLE INC,909938000,25472750.00000000,269.00000000,273.19500000,268.10000000,271.00000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-25,AAPL,037833100,APPLE INC,909938000,19525510.00000000,266.70000000,270.27000000,265.81000000,270.06000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-28,AAPL,037833100,APPLE INC,909938000,20883770.00000000,268.30000000,269.75000000,264.52000000,266.93000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-29,AAPL,037833100,APPLE INC,909938000,40397540.00000000,256.17000000,264.39000000,254.30000000,264.12100000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-06-30,AAPL,037833100,APPLE INC,909938000,26362570.00000000,251.53000000,257.97000000,250.01000000,256.71000000,1.09566295,2009-07-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-01,AAPL,037833100,APPLE INC,909938000,36503920.00000000,248.48000000,254.80000000,243.22000000,254.30000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-02,AAPL,037833100,APPLE INC,909938000,24778080.00000000,246.94000000,250.93000000,243.20000000,250.49000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-06,AAPL,037833100,APPLE INC,909938000,21937040.00000000,248.63000000,252.80000000,246.16000000,251.00000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-07,AAPL,037833100,APPLE INC,909938000,23309990.00000000,258.66500000,258.77000000,249.75000000,250.49000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-08,AAPL,037833100,APPLE INC,909938000,26321840.00000000,258.09000000,262.90000000,254.89000000,262.48000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-09,AAPL,037833100,APPLE INC,909938000,15465720.00000000,259.62000000,259.90000000,255.16000000,256.89000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-12,AAPL,037833100,APPLE INC,909938000,20067850.00000000,257.28500000,261.85000000,254.86000000,258.53000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-13,AAPL,037833100,APPLE INC,909938000,42399590.00000000,251.79800000,256.40000000,246.43000000,256.32000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-14,AAPL,037833100,APPLE INC,909938000,28992970.00000000,252.72700000,255.80000000,249.00000000,249.38000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-15,AAPL,037833100,APPLE INC,909938000,29294340.00000000,251.45000000,256.97000000,247.30000000,248.23000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-16,AAPL,037833100,APPLE INC,909938000,37077220.00000000,249.90000000,254.97000000,248.41000000,253.18000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-19,AAPL,037833100,APPLE INC,909938000,36548910.00000000,245.58000000,249.88000000,239.60000000,249.88000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-20,AAPL,037833100,APPLE INC,909938000,37655900.00000000,251.89000000,252.90000000,240.01000000,242.90000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-21,AAPL,037833100,APPLE INC,909938000,42281880.00000000,254.24000000,265.15000000,254.00000000,265.09000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-22,AAPL,037833100,APPLE INC,913563000,23019940.00000000,259.02400000,260.00000000,255.31000000,257.68000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-23,AAPL,037833100,APPLE INC,913563000,19033800.00000000,259.94000000,260.38000000,256.28000000,257.09000000,1.09566295,2009-08-01
001690,P,01,LU,14593,7,1980-12-12,E,01,2010-07-26,AAPL,037833100,APPLE INC,913563000,14884100.00000000,259.28000000,260.09980000,257.71000000,260.00000000,1.09566295,2009-08-01
